"","data.ST","data.AGEP","data.CIT","data.COW","data.ENG","data.LANX","data.SCHL","data.SEX","data.ANC1P","data.ANC2P","data.FOD1P","data.FOD2P","data.LANP","data.NATIVITY","data.OCCP","data.RAC1P"
"1347507",24,41,1,1,NA,2,21,2,795,999,6107,NA,NA,1,3255,1
"591378",9,3,1,NA,NA,NA,1,1,999,999,NA,NA,NA,1,NA,1
"1371768",25,18,1,1,NA,2,16,2,84,50,NA,NA,NA,1,4720,1
"1302845",24,12,1,NA,NA,2,10,1,50,32,NA,NA,NA,1,NA,1
"941046",16,55,1,1,NA,2,22,2,82,32,6107,NA,NA,1,3258,1
"1562690",27,61,1,6,NA,2,23,2,50,82,5200,NA,NA,1,2100,1
"929921",16,69,1,4,NA,2,24,2,82,32,3600,NA,NA,1,1610,1
"394821",6,46,1,4,NA,2,16,2,211,999,NA,NA,NA,1,5120,8
"103655",4,47,1,3,1,1,16,2,920,999,NA,NA,862,1,2300,3
"285051",6,50,4,1,NA,2,21,1,615,999,1401,NA,NA,2,1300,6
"827666",13,27,1,1,NA,2,18,1,939,999,NA,NA,NA,1,9750,1
"544458",8,40,1,1,NA,2,14,1,51,50,NA,NA,NA,1,9130,1
"1146701",19,62,1,1,NA,2,16,1,21,999,NA,NA,NA,1,7000,1
"1364477",25,19,1,1,NA,2,16,2,999,999,NA,NA,NA,1,2720,1
"182215",6,63,1,1,NA,2,21,1,50,999,5500,NA,NA,1,7140,1
"262310",6,58,4,1,2,1,16,2,210,999,NA,NA,625,2,5700,1
"251081",6,44,1,3,1,1,19,2,210,999,NA,NA,625,1,2200,8
"1603838",28,68,1,NA,NA,2,11,2,999,999,NA,NA,NA,1,NA,1
"761802",12,29,5,1,4,1,22,1,226,999,2406,NA,625,2,220,1
"1132772",18,93,1,NA,NA,2,16,2,999,999,NA,NA,NA,1,NA,1
"1566013",27,45,1,1,NA,2,20,1,82,32,NA,NA,NA,1,7000,1
"1557055",27,78,1,2,NA,2,24,2,32,26,2304,NA,NA,1,2310,1
"362136",6,48,5,1,3,1,9,2,226,999,NA,NA,625,2,4230,8
"1188898",20,53,1,6,NA,2,16,1,22,50,NA,NA,NA,1,9030,1
"1537019",27,15,1,NA,NA,2,12,2,939,999,NA,NA,NA,1,NA,1
"575046",9,13,5,NA,1,1,11,2,576,999,NA,NA,777,2,NA,2
"862144",13,40,5,1,2,1,19,1,210,999,NA,NA,625,2,7340,1
"658291",12,0,1,NA,NA,NA,NA,1,51,50,NA,NA,NA,1,NA,1
"1155834",19,36,1,2,NA,2,22,2,89,142,3600,NA,NA,1,2000,1
"1311351",24,47,1,1,NA,2,21,2,82,999,6107,NA,NA,1,2010,1
"415215",6,24,1,1,1,1,16,2,210,999,NA,NA,625,1,4720,1
"98118",4,45,5,NA,2,1,16,2,210,999,NA,NA,625,2,NA,1
"495817",6,77,1,NA,NA,2,19,2,26,50,NA,NA,NA,1,NA,1
"184973",6,4,1,NA,NA,NA,1,2,210,999,NA,NA,NA,1,NA,1
"1011882",17,19,4,NA,2,1,16,2,720,999,NA,NA,742,2,NA,6
"68749",4,36,1,1,1,1,18,2,210,999,NA,NA,625,1,5240,1
"244980",6,4,1,NA,NA,NA,2,1,902,999,NA,NA,NA,1,NA,2
"202749",6,72,1,1,NA,2,16,2,32,50,NA,NA,NA,1,5700,1
"1532978",27,4,1,NA,NA,NA,2,1,999,999,NA,NA,NA,1,NA,1
"196326",6,58,3,2,NA,2,21,1,740,142,6107,NA,NA,1,3255,9
"1190230",20,53,1,1,NA,2,16,1,920,999,NA,NA,NA,1,6320,9
"471154",6,1,1,NA,NA,NA,NA,2,88,21,NA,NA,NA,1,NA,1
"288850",6,76,1,NA,NA,2,19,2,32,50,NA,NA,NA,1,NA,1
"1155788",19,51,1,1,NA,2,19,1,924,999,NA,NA,NA,1,1050,1
"1239905",21,18,1,5,NA,2,16,2,902,999,NA,NA,NA,1,9830,2
"95039",4,42,1,1,NA,2,17,1,32,999,NA,NA,NA,1,6230,1
"724017",12,36,1,7,NA,2,24,1,996,999,2400,NA,NA,1,20,1
"1338239",24,13,1,NA,NA,2,10,2,22,999,NA,NA,NA,1,NA,1
"1455667",26,87,1,1,NA,2,16,1,22,999,NA,NA,NA,1,4760,1
"915694",15,36,4,5,NA,2,20,1,720,999,NA,NA,NA,2,9610,6
"1073352",18,18,1,1,NA,2,19,2,22,999,NA,NA,NA,1,4720,1
"846411",13,86,1,NA,NA,2,9,1,999,999,NA,NA,NA,1,NA,1
"1029866",17,30,1,NA,NA,2,10,1,999,999,NA,NA,NA,1,NA,1
"670112",12,22,1,1,NA,2,14,1,22,999,NA,NA,NA,1,4720,2
"153837",6,56,1,4,NA,2,18,2,740,999,NA,NA,NA,1,800,9
"1043238",17,41,1,1,NA,2,15,2,999,999,NA,NA,NA,1,9640,1
"60356",4,33,1,4,NA,2,19,1,211,999,NA,NA,NA,1,9130,1
"886885",13,50,1,4,NA,2,21,1,902,999,2414,NA,NA,1,20,2
"162000",6,28,1,NA,1,1,16,2,222,917,NA,NA,625,1,NA,1
"1402727",25,47,1,1,NA,2,22,2,22,999,5501,NA,NA,1,430,1
"1475332",26,17,1,1,NA,2,14,2,51,142,NA,NA,NA,1,4150,1
"489534",6,60,4,2,1,1,21,2,210,999,6107,NA,625,2,3255,1
"1182124",20,85,1,NA,NA,2,21,2,999,999,2300,NA,NA,1,NA,1
"433253",6,55,1,4,NA,2,21,2,50,999,3600,NA,NA,1,565,1
"1383457",25,81,1,NA,NA,2,16,2,26,920,NA,NA,NA,1,NA,1
"1174124",20,53,1,2,NA,2,18,2,939,999,NA,NA,NA,1,4040,1
"663449",12,10,1,NA,NA,2,8,2,51,50,NA,NA,NA,1,NA,1
"159849",6,4,1,NA,NA,NA,2,2,32,26,NA,NA,NA,1,NA,1
"351184",6,47,4,1,2,1,21,2,720,999,6201,NA,742,2,5120,6
"1453504",26,6,1,NA,NA,2,2,2,310,999,NA,NA,NA,1,NA,2
"426536",6,72,4,NA,NA,2,16,2,32,999,NA,NA,NA,2,NA,1
"183393",6,53,4,1,1,1,19,2,222,999,NA,NA,625,2,2300,1
"858395",13,4,1,NA,NA,NA,1,2,939,999,NA,NA,NA,1,NA,1
"300196",6,43,5,NA,3,1,16,2,212,999,NA,NA,625,2,NA,1
"841091",13,19,1,1,1,1,16,2,32,999,NA,NA,625,1,4030,1
"128469",5,30,1,1,NA,2,20,2,999,999,NA,NA,NA,1,4720,1
"978368",17,21,1,NA,NA,2,19,2,902,999,NA,NA,NA,1,NA,2
"209818",6,1,1,NA,NA,NA,NA,2,87,999,NA,NA,NA,1,NA,1
"943226",16,46,1,1,NA,2,20,2,5,999,NA,NA,NA,1,4520,1
"490906",6,4,1,NA,NA,NA,2,1,210,925,NA,NA,NA,1,NA,1
"1399976",25,76,1,NA,NA,2,19,1,20,22,NA,NA,NA,1,NA,1
"788536",12,33,1,1,NA,2,20,1,939,999,NA,NA,NA,1,3320,1
"992739",17,32,1,2,NA,2,14,2,902,999,NA,NA,NA,1,4020,2
"748543",12,94,5,NA,4,1,1,2,271,999,NA,NA,625,2,NA,1
"1315936",24,48,1,3,NA,2,16,1,32,999,NA,NA,NA,1,8620,1
"1392709",25,25,1,1,NA,2,16,1,903,939,NA,NA,NA,1,7800,2
"1339685",24,55,1,1,NA,2,18,1,50,32,NA,NA,NA,1,6200,1
"1436507",26,56,1,1,NA,2,16,2,176,917,NA,NA,NA,1,5700,1
"1302843",24,15,1,NA,NA,2,12,2,50,32,NA,NA,NA,1,NA,1
"1023604",17,35,1,1,NA,2,22,2,999,999,6200,NA,NA,1,430,1
"315092",6,58,4,1,3,1,16,2,999,999,NA,NA,723,2,4110,6
"1538707",27,34,1,3,NA,2,20,1,32,50,NA,NA,NA,1,3850,1
"1595693",28,53,5,1,4,1,16,2,785,999,NA,NA,728,2,4760,6
"747183",12,68,1,NA,NA,2,22,2,939,999,2300,NA,NA,1,NA,1
"994114",17,61,1,3,1,1,18,2,211,999,NA,NA,625,1,2860,1
"626127",12,94,1,NA,NA,2,16,2,32,999,NA,NA,NA,1,NA,1
"90080",4,74,1,NA,NA,2,19,2,32,50,NA,NA,NA,1,NA,1
"748620",12,29,1,3,NA,2,21,1,940,999,2300,NA,NA,1,2310,1
"670041",12,74,1,NA,NA,2,19,2,88,939,NA,NA,NA,1,NA,1
"259978",6,53,1,NA,NA,2,18,2,142,999,NA,NA,NA,1,NA,1
"1480986",26,24,1,NA,NA,2,14,2,142,50,NA,NA,NA,1,NA,1
"1416035",25,86,1,NA,NA,2,11,1,999,999,NA,NA,NA,1,NA,1
"1151978",19,95,1,NA,NA,2,11,2,999,999,NA,NA,NA,1,NA,1
"1465692",26,49,1,NA,NA,2,16,2,32,142,NA,NA,NA,1,NA,1
"1610406",28,18,1,NA,NA,2,14,1,902,999,NA,NA,NA,1,NA,2
"229410",6,19,5,1,1,1,16,1,210,999,NA,NA,625,2,9640,1
"6952",1,19,1,1,NA,2,19,2,51,939,NA,NA,NA,1,4760,1
"70275",4,56,1,9,NA,2,17,2,50,32,NA,NA,NA,1,9920,1
"263074",6,94,1,NA,NA,2,22,2,50,999,3602,3700,NA,1,NA,1
"678023",12,56,4,6,1,1,10,1,210,999,NA,NA,625,2,6260,1
"1060068",17,12,1,NA,NA,2,9,2,999,999,NA,NA,NA,1,NA,2
"1171201",20,45,1,NA,NA,2,21,2,50,917,6004,NA,NA,1,NA,1
"1156040",19,70,1,NA,NA,2,16,2,939,999,NA,NA,NA,1,NA,1
"1427769",25,66,1,3,NA,2,16,1,142,51,NA,NA,NA,1,8620,1
"583431",9,29,5,NA,2,1,19,2,232,999,NA,NA,625,2,NA,1
"1198811",20,48,1,4,NA,2,16,2,32,999,NA,NA,NA,1,5700,1
"254187",6,10,1,NA,NA,2,7,2,195,939,NA,NA,NA,1,NA,1
"1459891",26,50,1,NA,NA,2,16,1,88,917,NA,NA,NA,1,NA,1
"1551756",27,74,1,NA,NA,2,16,2,89,999,NA,NA,NA,1,NA,1
"1444229",26,22,1,1,1,1,19,1,46,22,NA,NA,625,1,9620,1
"1192796",20,37,1,1,NA,2,20,1,32,999,NA,NA,NA,1,9130,1
"616137",10,15,1,NA,NA,2,12,2,999,999,NA,NA,NA,1,NA,1
"1362793",25,50,5,1,1,1,21,2,706,999,6200,NA,708,2,2340,6
"149595",5,80,1,NA,NA,2,11,1,32,310,NA,NA,NA,1,NA,1
"1338989",24,19,1,1,NA,2,16,1,902,999,NA,NA,NA,1,5610,2
"1224897",21,0,1,NA,NA,NA,NA,1,32,87,NA,NA,NA,1,NA,1
"268345",6,69,1,3,NA,2,21,2,999,999,2304,NA,NA,1,2310,1
"1215927",21,63,1,NA,NA,2,21,2,50,999,5506,NA,NA,1,NA,1
"1234215",21,53,1,1,NA,2,21,1,999,999,6200,NA,NA,1,4700,1
"863017",13,46,1,1,NA,2,22,1,924,999,3402,NA,NA,1,4850,1
"1304407",24,21,1,5,NA,2,19,1,902,999,NA,NA,NA,1,5800,2
"239909",6,21,1,1,1,1,19,2,50,210,NA,NA,625,1,9620,1
"1367191",25,6,1,NA,1,1,3,1,22,84,NA,NA,629,1,NA,1
"844284",13,58,1,5,NA,2,21,2,51,129,5501,NA,NA,1,220,1
"60788",4,84,1,7,NA,2,16,2,82,999,NA,NA,NA,1,2630,1
"1032041",17,29,5,2,1,1,22,2,51,26,6002,NA,625,2,2340,1
"946711",17,41,1,1,NA,2,19,2,32,999,NA,NA,NA,1,4620,1
"1586891",28,4,1,NA,NA,NA,1,1,902,999,NA,NA,NA,1,NA,2
"373394",6,34,5,NA,4,1,9,2,210,999,NA,NA,625,2,NA,1
"1480081",26,68,1,4,NA,2,22,2,32,87,5504,NA,NA,1,2200,1
"1222793",21,76,1,NA,NA,2,16,1,22,32,NA,NA,NA,1,NA,1
"843343",13,54,1,1,NA,2,16,2,903,999,NA,NA,NA,1,4720,2
"587797",9,28,1,1,NA,2,17,2,84,51,NA,NA,NA,1,5240,1
"1176130",20,18,1,1,NA,2,18,1,50,999,NA,NA,NA,1,5620,1
"128374",5,8,1,NA,NA,2,5,1,88,22,NA,NA,NA,1,NA,1
"288582",6,55,1,1,NA,2,16,1,84,999,NA,NA,NA,1,9130,1
"954167",17,65,1,2,NA,2,18,2,32,999,NA,NA,NA,1,4600,1
"1271752",22,73,1,NA,NA,2,19,2,999,999,NA,NA,NA,1,NA,1
"487754",6,58,4,1,2,1,15,1,210,999,NA,NA,625,2,4110,1
"771129",12,4,1,NA,NA,NA,2,1,301,939,NA,NA,NA,1,NA,2
"746709",12,94,1,NA,NA,2,16,2,32,999,NA,NA,NA,1,NA,1
"223582",6,25,1,1,NA,2,18,1,32,939,NA,NA,NA,1,8255,1
"496720",6,67,1,NA,NA,2,22,2,50,22,3301,NA,NA,1,NA,1
"689466",12,57,1,7,NA,2,21,2,21,919,6004,NA,NA,1,430,1
"831105",13,63,1,1,NA,2,16,1,999,999,NA,NA,NA,1,2825,1
"269064",6,71,1,NA,NA,2,22,1,148,142,6206,NA,NA,1,NA,1
"1566184",27,69,1,NA,NA,2,16,2,32,20,NA,NA,NA,1,NA,1
"1567458",27,42,1,1,NA,2,21,1,50,32,6203,NA,NA,1,430,1
"716049",12,58,1,1,NA,2,14,2,902,999,NA,NA,NA,1,4230,2
"789251",12,62,1,1,NA,2,20,2,924,999,NA,NA,NA,1,4430,1
"586601",9,25,1,9,NA,2,21,1,999,999,4101,NA,NA,1,9920,2
"1428357",25,18,1,NA,NA,2,15,1,999,999,NA,NA,NA,1,NA,1
"565222",8,93,1,NA,1,1,7,2,291,999,NA,NA,625,1,NA,1
"553957",8,32,1,2,NA,2,19,2,32,999,NA,NA,NA,1,5700,1
"249962",6,21,1,NA,NA,2,19,2,795,999,NA,NA,NA,1,NA,6
"1583467",27,74,1,NA,NA,2,16,2,26,89,NA,NA,NA,1,NA,1
"332576",6,22,1,1,NA,2,19,2,924,999,NA,NA,NA,1,3600,1
"1432089",26,78,1,NA,NA,2,1,2,939,999,NA,NA,NA,1,NA,1
"702323",12,71,2,NA,1,1,23,2,291,999,2602,NA,625,1,NA,1
"1599467",28,38,1,1,NA,2,16,1,999,999,NA,NA,NA,1,8140,1
"425394",6,54,4,1,NA,2,21,1,3,32,6203,NA,NA,2,10,1
"1118390",18,38,4,NA,NA,2,13,2,308,999,NA,NA,NA,2,NA,2
"784382",12,52,1,2,NA,2,21,2,195,917,6206,2901,NA,1,5700,1
"588514",9,21,1,NA,NA,2,13,1,24,999,NA,NA,NA,1,NA,1
"737611",12,21,3,1,1,1,16,1,999,999,NA,NA,623,1,4760,2
"1243750",21,9,1,NA,NA,2,6,2,996,999,NA,NA,NA,1,NA,1
"740896",12,25,1,1,NA,2,19,2,903,999,NA,NA,NA,1,5000,2
"707291",12,51,1,1,NA,2,18,1,50,32,NA,NA,NA,1,220,1
"609723",9,78,1,1,NA,2,19,1,998,999,NA,NA,NA,1,3930,1
"393027",6,41,1,2,NA,2,22,2,51,50,5404,NA,NA,1,2010,1
"1003063",17,37,1,1,NA,2,16,1,32,999,NA,NA,NA,1,6260,1
"1499417",26,71,1,1,NA,2,21,2,148,999,2314,NA,NA,1,5120,1
"56265",4,36,1,2,NA,2,19,2,999,999,NA,NA,NA,1,3320,2
"1081179",18,64,1,1,NA,2,18,1,195,999,NA,NA,NA,1,8740,1
"430001",6,15,5,NA,1,1,12,1,995,999,NA,NA,620,2,NA,2
"1400066",25,16,1,1,NA,2,14,1,599,999,NA,NA,NA,1,9620,2
"540986",8,60,1,1,NA,2,21,1,50,32,6200,NA,NA,1,5240,1
"205101",6,9,1,NA,NA,2,7,1,740,999,NA,NA,NA,1,NA,1
"1241474",21,2,1,NA,NA,NA,NA,1,939,999,NA,NA,NA,1,NA,1
"794661",12,60,4,6,NA,2,23,1,271,999,3600,NA,NA,2,3060,1
"1197091",20,33,1,1,NA,2,16,1,32,142,NA,NA,NA,1,6260,1
"1598584",28,82,1,NA,NA,2,16,1,32,999,NA,NA,NA,1,NA,1
"1140477",19,87,1,NA,NA,2,16,2,32,22,NA,NA,NA,1,NA,1
"1128143",18,67,1,1,NA,2,16,1,939,999,NA,NA,NA,1,20,1
"1267270",22,49,1,NA,2,1,11,1,26,939,NA,NA,620,1,NA,1
"17350",1,21,5,1,3,1,16,1,210,999,NA,NA,625,2,7700,1
"1590063",28,33,1,1,NA,2,19,2,999,999,NA,NA,NA,1,520,1
"899969",13,54,4,1,2,1,21,1,795,603,6203,NA,664,2,4700,6
"1182033",20,50,1,NA,NA,2,16,2,939,999,NA,NA,NA,1,NA,1
"909863",13,59,1,2,NA,2,19,1,21,50,NA,NA,NA,1,2040,1
"102270",4,5,1,NA,NA,2,2,1,999,999,NA,NA,NA,1,NA,1
"232134",6,39,1,1,NA,2,20,1,999,999,NA,NA,NA,1,4020,2
"231713",6,43,4,NA,1,1,16,2,999,999,NA,NA,742,2,NA,6
"527024",8,32,1,1,NA,2,23,1,999,999,5506,NA,NA,1,2100,1
"1362454",25,26,1,1,NA,2,21,1,50,51,1401,NA,NA,1,4250,1
"1367015",25,23,4,3,3,1,21,1,999,999,3600,NA,629,2,2000,1
"1522664",26,23,1,1,NA,2,20,2,32,920,NA,NA,NA,1,3600,1
"660777",12,35,1,2,NA,2,21,2,22,999,6107,NA,NA,1,3255,1
"1590343",28,42,1,1,NA,2,15,1,902,999,NA,NA,NA,1,4710,2
"357890",6,57,1,1,NA,2,19,1,49,3,NA,NA,NA,1,110,1
"1412854",25,85,4,NA,2,1,24,1,148,998,5401,NA,639,2,NA,1
"1513531",26,17,1,NA,NA,2,14,1,22,32,NA,NA,NA,1,NA,1
"416749",6,61,1,NA,NA,2,20,2,920,999,NA,NA,NA,1,NA,3
"1483101",26,6,1,NA,NA,2,3,2,22,999,NA,NA,NA,1,NA,1
"1542234",27,45,1,2,NA,2,16,2,22,999,NA,NA,NA,1,4230,1
"1192900",20,11,1,NA,NA,2,8,2,261,999,NA,NA,NA,1,NA,1
"1305095",24,67,1,NA,NA,2,21,1,22,999,6203,NA,NA,1,NA,1
"1495575",26,74,1,NA,NA,2,19,1,21,999,NA,NA,NA,1,NA,1
"492657",6,19,1,2,NA,2,19,2,32,148,NA,NA,NA,1,5810,1
"607171",9,70,1,1,NA,2,19,1,87,999,NA,NA,NA,1,4850,1
"1134396",18,27,1,1,NA,2,20,2,210,919,NA,NA,NA,1,3310,1
"566259",8,73,1,NA,NA,2,14,1,924,999,NA,NA,NA,1,NA,1
"434189",6,36,1,1,NA,2,16,2,210,999,NA,NA,NA,1,5120,9
"1315431",24,54,4,7,3,1,16,2,750,999,NA,NA,724,2,5700,6
"363440",6,59,1,NA,NA,2,19,2,50,999,NA,NA,NA,1,NA,1
"161150",6,13,1,NA,NA,2,10,1,51,32,NA,NA,NA,1,NA,1
"829167",13,9,1,NA,NA,2,6,2,939,999,NA,NA,NA,1,NA,1
"1399877",25,8,1,NA,NA,2,5,1,996,999,NA,NA,NA,1,NA,1
"1474226",26,63,1,1,NA,2,23,1,148,32,3401,NA,NA,1,2100,1
"569645",8,33,1,1,NA,2,18,1,935,999,NA,NA,NA,1,1550,1
"922110",15,56,1,6,NA,2,19,1,22,32,NA,NA,NA,1,7010,9
"637458",12,79,1,NA,NA,2,22,1,22,999,2400,NA,NA,1,NA,1
"588872",9,8,1,NA,NA,2,5,2,999,999,NA,NA,NA,1,NA,1
"1021277",17,36,4,NA,NA,2,21,1,785,999,4901,NA,NA,2,NA,6
"10109",1,86,1,NA,NA,2,15,2,939,999,NA,NA,NA,1,NA,1
"1100658",18,59,1,1,NA,2,20,1,999,999,NA,NA,NA,1,9600,1
"66808",4,84,1,1,NA,2,22,2,51,999,6203,NA,NA,1,7700,1
"82277",4,4,1,NA,NA,NA,1,1,142,50,NA,NA,NA,1,NA,1
"183883",6,67,4,NA,1,1,21,1,615,999,6206,NA,663,2,NA,6
"176441",6,72,1,NA,NA,2,16,2,999,999,NA,NA,NA,1,NA,1
"1426636",25,68,4,NA,3,1,6,2,275,999,NA,NA,625,2,NA,8
"599108",9,9,1,NA,NA,2,8,1,32,22,NA,NA,NA,1,NA,1
"507948",6,43,1,3,NA,2,19,1,902,999,NA,NA,NA,1,2320,2
"393145",6,31,1,3,NA,2,19,2,291,999,NA,NA,NA,1,230,1
"1451390",26,72,1,NA,NA,2,12,2,902,999,NA,NA,NA,1,NA,2
"57476",4,60,1,NA,NA,2,16,1,32,999,NA,NA,NA,1,NA,1
"1337177",24,47,1,1,NA,2,16,1,902,999,NA,NA,NA,1,9130,2
"546372",8,60,1,NA,NA,2,16,1,32,999,NA,NA,NA,1,NA,1
"1300649",23,79,1,NA,NA,2,19,2,50,22,NA,NA,NA,1,NA,1
"1130827",18,4,1,NA,NA,NA,2,1,920,50,NA,NA,NA,1,NA,1
"307700",6,42,1,NA,NA,2,18,2,32,142,NA,NA,NA,1,NA,1
"318371",6,60,1,1,NA,2,18,1,939,999,NA,NA,NA,1,7220,1
"62246",4,80,1,NA,NA,2,16,2,22,999,NA,NA,NA,1,NA,1
"1398240",25,18,3,NA,NA,2,16,2,50,142,NA,NA,NA,1,NA,1
"1518809",26,4,1,NA,NA,NA,2,1,939,999,NA,NA,NA,1,NA,1
"766479",12,66,4,NA,4,1,12,2,271,999,NA,NA,625,2,NA,1
"986636",17,76,1,6,NA,2,12,1,902,999,NA,NA,NA,1,9140,2
"1474779",26,55,1,NA,NA,2,17,2,21,50,NA,NA,NA,1,NA,1
"612286",10,72,1,NA,NA,2,20,2,50,999,NA,NA,NA,1,NA,1
"1185358",20,33,1,6,NA,2,16,2,32,999,NA,NA,NA,1,4600,1
"934718",16,40,1,1,NA,2,16,1,999,999,NA,NA,NA,1,8965,1
"1473016",26,8,1,NA,1,1,4,1,261,999,NA,NA,625,1,NA,1
"171103",6,67,1,NA,NA,2,22,2,924,999,2300,NA,NA,1,NA,1
"599479",9,83,1,NA,1,1,22,1,32,999,6203,NA,607,1,NA,1
"294180",6,38,4,1,1,1,19,1,148,999,NA,NA,639,2,2630,1
"368888",6,48,1,1,NA,2,21,2,32,917,6109,NA,NA,1,5240,1
"1135971",18,1,1,NA,NA,NA,NA,2,939,999,NA,NA,NA,1,NA,2
"425353",6,19,1,1,NA,2,16,2,291,50,NA,NA,NA,1,9130,1
"921016",15,50,4,1,3,1,16,1,720,999,NA,NA,742,2,4230,6
"281936",6,12,1,NA,NA,2,9,1,924,999,NA,NA,NA,1,NA,1
"1169497",19,56,1,1,1,1,22,1,32,534,2400,NA,607,1,9620,1
"884417",13,65,1,1,NA,2,16,1,939,999,NA,NA,NA,1,4760,1
"1574770",27,62,1,3,NA,2,20,2,82,999,NA,NA,NA,1,5940,1
"1527900",26,42,1,NA,NA,2,16,2,32,999,NA,NA,NA,1,NA,1
"137358",5,36,1,NA,NA,2,20,1,902,999,NA,NA,NA,1,NA,2
"265091",6,12,1,NA,NA,2,9,1,615,924,NA,NA,NA,1,NA,6
"143037",5,19,1,1,NA,2,16,1,22,902,NA,NA,NA,1,9130,9
"1588646",28,72,1,1,NA,2,19,1,50,999,NA,NA,NA,1,205,1
"572025",8,55,1,1,NA,2,20,2,22,999,NA,NA,NA,1,8965,1
"1409383",25,78,1,NA,NA,2,18,1,50,999,NA,NA,NA,1,NA,1
"31494",1,37,1,1,NA,2,16,2,900,999,NA,NA,NA,1,4020,2
"863436",13,26,1,1,NA,2,18,1,924,999,NA,NA,NA,1,1106,1
"1095920",18,73,1,NA,NA,2,21,2,8,939,2308,NA,NA,1,NA,1
"1012662",17,36,1,1,NA,2,17,1,924,999,NA,NA,NA,1,9130,1
"632478",12,50,4,1,1,1,18,1,271,999,NA,NA,625,2,4710,1
"550442",8,40,5,NA,2,1,22,2,750,999,2313,NA,724,2,NA,6
"1450213",26,93,1,NA,NA,2,6,2,22,999,NA,NA,NA,1,NA,1
"1220045",21,82,1,NA,NA,2,16,2,918,50,NA,NA,NA,1,NA,1
"1472981",26,2,1,NA,NA,NA,NA,2,999,999,NA,NA,NA,1,NA,1
"283882",6,9,1,NA,NA,2,7,1,51,142,NA,NA,NA,1,NA,1
"558478",8,93,4,NA,4,1,4,2,275,999,NA,NA,625,2,NA,8
"1495200",26,32,1,1,NA,2,21,1,22,32,2499,NA,NA,1,1550,1
"723482",12,32,5,1,4,1,17,1,239,999,NA,NA,625,2,4220,1
"1053308",17,28,1,1,NA,2,19,2,51,999,NA,NA,NA,1,1550,1
"1612297",28,60,1,1,NA,2,19,2,902,999,NA,NA,NA,1,910,2
"1134132",18,24,1,1,NA,2,21,2,939,999,6200,NA,NA,1,540,1
"523433",8,24,3,1,NA,2,20,2,615,999,NA,NA,NA,1,4110,1
"816756",12,50,1,1,NA,2,22,2,999,999,6200,NA,NA,1,3030,1
"240595",6,16,1,3,1,1,14,2,295,999,NA,NA,625,1,2340,1
"471998",6,20,5,NA,2,1,16,1,495,999,NA,NA,777,2,NA,1
"914732",15,15,1,NA,NA,2,12,2,811,706,NA,NA,NA,1,NA,9
"777810",12,8,1,NA,NA,2,6,2,939,999,NA,NA,NA,1,NA,2
"63083",4,55,5,1,4,1,16,1,210,999,NA,NA,625,2,6765,1
"1185660",20,53,1,1,NA,2,21,2,51,935,2100,NA,NA,1,735,1
"1342463",24,88,1,NA,NA,2,16,2,999,999,NA,NA,NA,1,NA,1
"258073",6,32,5,4,2,1,19,1,431,999,NA,NA,655,2,4610,1
"1214371",21,66,1,7,NA,2,22,1,50,22,5504,NA,NA,1,4710,1
"374008",6,49,4,NA,2,1,11,2,706,999,NA,NA,708,2,NA,6
"1274527",22,45,1,1,NA,2,16,2,939,999,NA,NA,NA,1,4510,1
"1435063",26,34,1,1,NA,2,18,1,32,999,NA,NA,NA,1,4020,1
"704950",12,20,1,NA,NA,2,17,1,32,999,NA,NA,NA,1,NA,1
"1119616",18,2,1,NA,NA,NA,NA,1,94,999,NA,NA,NA,1,NA,1
"394437",6,63,4,1,1,1,1,1,210,999,NA,NA,625,2,6200,1
"243288",6,5,1,NA,NA,2,1,2,907,902,NA,NA,NA,1,NA,2
"1180970",20,38,1,1,1,1,20,2,210,999,NA,NA,625,1,2145,1
"139564",5,53,1,1,NA,2,21,1,924,999,1302,NA,NA,1,1640,1
"881281",13,15,2,NA,1,1,12,1,999,999,NA,NA,625,1,NA,1
"965181",17,33,1,3,NA,2,21,2,999,999,3301,NA,NA,1,2310,1
"1135530",18,38,1,1,NA,2,18,2,939,999,NA,NA,NA,1,7750,1
"753330",12,52,1,1,NA,2,17,1,88,3,NA,NA,NA,1,6230,1
"62376",4,21,1,1,NA,2,16,1,211,999,NA,NA,NA,1,4720,8
"933561",16,43,1,1,1,1,18,2,290,999,NA,NA,625,1,5700,1
"399649",6,6,1,NA,1,1,3,1,251,999,NA,NA,625,1,NA,1
"519597",6,44,1,6,NA,2,16,1,939,999,NA,NA,NA,1,6230,1
"1082246",18,4,1,NA,NA,NA,1,1,50,32,NA,NA,NA,1,NA,1
"972375",17,20,1,1,NA,2,18,1,902,999,NA,NA,NA,1,4020,2
"681914",12,30,1,1,NA,2,22,2,32,125,6206,NA,NA,1,430,1
"591436",9,29,1,1,NA,2,21,2,32,21,3401,NA,NA,1,4030,1
"317483",6,43,4,7,2,1,19,2,785,999,NA,NA,728,2,4700,6
"182797",6,26,1,1,NA,2,21,1,999,999,5301,NA,NA,1,3400,1
"1514971",26,5,4,NA,NA,2,2,1,999,999,NA,NA,NA,2,NA,6
"451391",6,27,1,1,NA,2,21,1,22,999,4101,NA,NA,1,310,1
"1282576",22,31,1,NA,NA,2,18,1,996,999,NA,NA,NA,1,NA,2
"281349",6,55,1,1,NA,2,19,1,431,999,NA,NA,NA,1,6260,1
