"","data.ST","data.AGEP","data.CIT","data.COW","data.ENG","data.LANX","data.SCHL","data.SEX","data.ANC1P","data.ANC2P","data.FOD1P","data.FOD2P","data.LANP","data.NATIVITY","data.OCCP","data.RAC1P"
"371096",6,5,1,NA,NA,2,2,2,211,999,NA,NA,NA,1,NA,8
"112626",4,46,1,NA,1,1,12,1,290,999,NA,NA,625,1,NA,1
"1501980",26,46,1,7,NA,2,21,1,32,50,6203,NA,NA,1,850,1
"72263",4,76,1,NA,2,1,10,2,920,999,NA,NA,864,1,NA,3
"1409688",25,46,1,NA,NA,2,12,1,902,999,NA,NA,NA,1,NA,2
"660060",12,36,4,1,1,1,18,1,785,999,NA,NA,728,2,4520,6
"342789",6,17,1,NA,NA,2,13,2,22,50,NA,NA,NA,1,NA,1
"78255",4,7,1,NA,NA,2,4,1,301,89,NA,NA,NA,1,NA,9
"323496",6,3,1,NA,NA,NA,1,1,939,999,NA,NA,NA,1,NA,9
"500912",6,59,1,6,NA,2,23,2,32,999,6109,NA,NA,1,3000,1
"1009499",17,26,5,NA,NA,2,22,1,680,999,5200,NA,NA,2,NA,6
"895597",13,50,1,1,NA,2,21,2,999,999,6203,NA,NA,1,3255,1
"965638",17,37,1,3,NA,2,18,2,51,720,NA,NA,NA,1,800,9
"1031399",17,75,1,NA,NA,2,20,2,999,999,NA,NA,NA,1,NA,1
"416170",6,27,5,1,1,1,18,2,210,999,NA,NA,625,2,4720,1
"1466622",26,61,1,1,NA,2,20,2,22,50,NA,NA,NA,1,5400,1
"1482985",26,6,1,NA,NA,2,3,1,939,999,NA,NA,NA,1,NA,1
"12561",1,14,1,NA,NA,2,12,1,902,999,NA,NA,NA,1,NA,2
"908920",13,16,1,1,NA,2,13,2,920,142,NA,NA,NA,1,2340,1
"1194177",20,43,1,7,NA,2,21,2,22,32,6201,NA,NA,1,800,1
"285417",6,34,1,1,NA,2,18,2,88,931,NA,NA,NA,1,5120,1
"240887",6,16,1,NA,NA,2,13,2,939,999,NA,NA,NA,1,NA,8
"751177",12,36,5,1,NA,2,16,2,271,999,NA,NA,NA,2,4720,1
"1585010",28,5,1,NA,NA,2,1,1,939,999,NA,NA,NA,1,NA,1
"400912",6,68,5,9,1,1,20,2,615,999,NA,NA,671,2,9920,6
"157467",6,67,1,NA,NA,2,21,2,22,50,4901,NA,NA,1,NA,1
"687642",12,56,1,1,NA,2,21,1,999,999,5200,NA,NA,1,1530,1
"428333",6,22,1,NA,1,1,16,1,210,999,NA,NA,625,1,NA,1
"658682",12,10,1,NA,1,1,6,2,211,999,NA,NA,625,1,NA,1
"1305460",24,19,1,1,NA,2,16,1,22,32,NA,NA,NA,1,4720,1
"1530665",27,74,1,NA,NA,2,16,2,32,3,NA,NA,NA,1,NA,1
"1002071",17,26,1,1,NA,2,21,2,51,142,6006,1401,NA,1,4700,1
"1100051",18,24,1,1,NA,2,21,1,142,32,2414,NA,NA,1,1460,1
"126141",5,68,1,NA,NA,2,16,1,999,999,NA,NA,NA,1,NA,1
"1420257",25,57,1,3,NA,2,21,2,935,20,5200,NA,NA,1,2540,1
"1519429",26,19,1,NA,NA,2,19,1,32,88,NA,NA,NA,1,NA,1
"1439230",26,48,1,1,NA,2,19,1,935,999,NA,NA,NA,1,7020,1
"982449",17,21,1,4,1,1,19,2,720,902,NA,NA,625,1,1965,9
"512834",6,18,1,1,NA,2,14,2,706,782,NA,NA,NA,1,2340,6
"799791",12,68,5,3,NA,2,16,2,308,999,NA,NA,NA,2,3600,2
"201297",6,13,5,NA,3,1,10,2,212,999,NA,NA,625,2,NA,1
"475349",6,47,4,1,2,1,1,1,210,999,NA,NA,625,2,6200,9
"180681",6,48,5,1,2,1,16,1,226,999,NA,NA,625,2,9000,8
"1513752",26,66,1,6,NA,2,16,1,22,999,NA,NA,NA,1,6260,1
"678030",12,59,1,6,NA,2,21,2,32,91,2901,NA,NA,1,410,1
"881024",13,3,1,NA,NA,NA,1,1,261,999,NA,NA,NA,1,NA,2
"943334",16,14,1,NA,NA,2,11,1,99,98,NA,NA,NA,1,NA,1
"84986",4,6,1,NA,NA,2,4,1,211,999,NA,NA,NA,1,NA,1
"1156987",19,28,1,1,NA,2,16,1,32,999,NA,NA,NA,1,8220,1
"242953",6,28,1,NA,1,1,19,2,210,999,NA,NA,625,1,NA,8
"1413820",25,28,1,9,NA,2,16,1,226,999,NA,NA,NA,1,9920,8
"220013",6,60,1,1,NA,2,16,1,97,32,NA,NA,NA,1,6355,1
"1606737",28,14,1,NA,NA,2,11,2,939,999,NA,NA,NA,1,NA,1
"1579852",27,65,1,1,NA,2,16,2,183,999,NA,NA,NA,1,5120,1
"609857",9,12,1,NA,NA,2,9,2,51,142,NA,NA,NA,1,NA,1
"2339",1,35,1,1,NA,2,18,2,599,917,NA,NA,NA,1,9620,2
"1232068",21,44,1,6,NA,2,16,1,939,999,NA,NA,NA,1,1550,1
"1445737",26,40,1,1,NA,2,20,1,32,22,NA,NA,NA,1,7010,1
"693856",12,17,5,NA,1,1,14,2,271,999,NA,NA,625,2,NA,1
"756389",12,75,1,NA,NA,2,22,2,902,999,2311,5507,NA,1,NA,2
"1499216",26,65,1,1,NA,2,19,2,22,999,NA,NA,NA,1,4700,1
"1166527",19,68,1,1,NA,2,21,1,32,22,6200,NA,NA,1,110,1
"726860",12,38,1,1,1,1,16,2,261,999,NA,NA,625,1,4150,8
"593215",9,66,1,7,NA,2,18,1,26,920,NA,NA,NA,1,6660,9
"1222865",21,12,5,NA,2,1,9,1,26,999,NA,NA,620,2,NA,1
"343503",6,63,4,NA,3,1,19,2,706,999,NA,NA,711,2,NA,6
"413445",6,41,5,1,2,1,21,2,720,999,1401,1501,742,2,4610,6
"421514",6,11,1,NA,NA,2,8,2,903,999,NA,NA,NA,1,NA,2
"1299870",23,54,1,6,NA,2,19,1,996,999,NA,NA,NA,1,2850,2
"81241",4,52,1,1,NA,2,16,1,50,999,NA,NA,NA,1,520,1
"416585",6,53,5,1,2,1,21,2,720,999,6107,NA,742,2,3255,6
"854360",13,11,1,NA,NA,2,7,2,939,999,NA,NA,NA,1,NA,1
"716125",12,12,1,NA,NA,2,8,1,902,999,NA,NA,NA,1,NA,2
"1083618",18,20,1,1,NA,2,16,1,32,999,NA,NA,NA,1,8950,1
"861832",13,27,4,6,2,1,16,2,515,999,NA,NA,620,2,4600,2
"898676",13,69,1,NA,NA,2,19,2,924,999,NA,NA,NA,1,NA,1
"655527",12,54,4,1,1,1,19,2,271,999,NA,NA,625,2,1410,1
"686089",12,69,2,1,3,1,16,2,261,999,NA,NA,625,1,4720,2
"496418",6,54,1,NA,1,1,16,2,210,999,NA,NA,625,1,NA,1
"214083",6,61,1,NA,NA,2,21,2,22,999,6102,NA,NA,1,NA,1
"879484",13,38,1,1,NA,2,21,2,902,999,6107,NA,NA,1,350,2
"1075898",18,63,1,3,NA,2,22,2,22,999,3501,NA,NA,1,2430,1
"46608",1,71,1,6,NA,2,16,1,999,999,NA,NA,NA,1,600,1
"142382",5,19,1,1,NA,2,16,1,89,32,NA,NA,NA,1,4250,1
"522268",8,57,1,1,NA,2,20,1,82,999,NA,NA,NA,1,7810,1
"1297762",23,8,1,NA,NA,2,5,2,88,22,NA,NA,NA,1,NA,1
"1024077",17,61,1,1,NA,2,19,2,22,129,NA,NA,NA,1,9130,1
"1502485",26,54,1,1,NA,2,21,1,11,32,2100,2105,NA,1,1010,1
"248335",6,52,1,NA,NA,2,16,2,999,999,NA,NA,NA,1,NA,1
"1587232",28,3,1,NA,NA,NA,1,2,902,999,NA,NA,NA,1,NA,2
"867003",13,64,1,NA,NA,2,16,2,51,939,NA,NA,NA,1,NA,1
"1406846",25,18,1,1,NA,2,16,2,22,935,NA,NA,NA,1,4720,1
"1176746",20,8,1,NA,NA,2,5,2,999,999,NA,NA,NA,1,NA,1
"921205",15,12,1,NA,1,1,10,2,811,999,NA,NA,776,1,NA,9
"304635",6,23,5,1,2,1,16,2,210,999,NA,NA,625,2,5400,1
"60643",4,60,1,3,1,1,20,2,50,999,NA,NA,625,1,5700,1
"1089603",18,5,1,NA,3,1,1,2,210,999,NA,NA,625,1,NA,8
"1537759",27,46,1,1,NA,2,21,2,32,999,6203,NA,NA,1,5120,1
"289840",6,18,1,NA,NA,2,16,2,22,26,NA,NA,NA,1,NA,1
"1372716",25,80,1,NA,NA,2,15,1,939,999,NA,NA,NA,1,NA,1
"1003255",17,5,1,NA,NA,2,2,2,50,22,NA,NA,NA,1,NA,1
"1169998",20,21,1,1,NA,2,19,2,32,999,NA,NA,NA,1,4110,9
"1267371",22,22,1,1,NA,2,16,1,939,999,NA,NA,NA,1,4720,1
"25864",1,4,1,NA,NA,NA,1,1,902,50,NA,NA,NA,1,NA,9
"115527",4,70,5,NA,4,1,1,1,210,999,NA,NA,625,2,NA,8
"670127",12,58,1,2,NA,2,18,2,999,999,NA,NA,NA,1,5100,1
"1303460",24,9,1,NA,NA,2,5,1,902,999,NA,NA,NA,1,NA,2
"510792",6,66,1,1,NA,2,19,1,995,999,NA,NA,NA,1,9130,1
"217845",6,29,1,1,NA,2,18,1,20,999,NA,NA,NA,1,430,1
"1281880",22,59,1,1,NA,2,16,1,903,999,NA,NA,NA,1,3930,2
"238421",6,13,1,NA,1,1,9,2,210,999,NA,NA,625,1,NA,1
"252375",6,94,4,NA,2,1,9,1,210,999,NA,NA,625,2,NA,1
"209812",6,1,1,NA,NA,NA,NA,1,785,999,NA,NA,NA,1,NA,6
"442738",6,18,1,9,NA,2,13,1,210,999,NA,NA,NA,1,9920,1
"56214",4,34,1,1,NA,2,16,2,939,999,NA,NA,NA,1,4760,1
"592381",9,34,1,1,NA,2,21,1,50,999,6200,NA,NA,1,7630,1
"794437",12,28,1,1,NA,2,16,2,902,999,NA,NA,NA,1,5240,2
"108360",4,53,1,1,NA,2,16,1,939,999,NA,NA,NA,1,6050,1
"1450757",26,46,1,4,NA,2,18,2,26,22,NA,NA,NA,1,2540,1
"1126052",18,56,1,1,NA,2,20,2,32,999,NA,NA,NA,1,3310,1
"1422079",25,27,1,2,NA,2,20,2,999,999,NA,NA,NA,1,4610,1
"1423263",25,58,1,NA,NA,2,19,2,999,999,NA,NA,NA,1,NA,1
"1117762",18,28,1,1,NA,2,16,2,939,999,NA,NA,NA,1,3600,1
"1507380",26,43,1,1,NA,2,16,2,22,32,NA,NA,NA,1,7750,1
"151673",6,66,5,NA,2,1,11,2,210,999,NA,NA,625,2,NA,1
"339163",6,10,1,NA,NA,2,7,2,210,999,NA,NA,NA,1,NA,8
"30254",1,60,1,4,NA,2,20,2,902,999,NA,NA,NA,1,5700,2
"1180338",20,28,1,2,NA,2,16,1,924,999,NA,NA,NA,1,8965,1
"654598",12,42,1,1,1,1,12,1,50,999,NA,NA,625,1,7320,1
"1045819",17,2,1,NA,NA,NA,NA,1,211,999,NA,NA,NA,1,NA,1
"757178",12,34,1,1,NA,2,20,2,996,999,NA,NA,NA,1,3320,1
"1591731",28,36,1,NA,NA,2,15,2,939,999,NA,NA,NA,1,NA,1
"1172180",20,2,1,NA,NA,NA,NA,1,22,999,NA,NA,NA,1,NA,1
"1323925",24,21,1,1,NA,2,16,1,999,999,NA,NA,NA,1,5620,1
"349639",6,16,1,2,1,1,14,2,924,210,NA,NA,625,1,4600,9
"171079",6,24,1,1,NA,2,16,2,902,999,NA,NA,NA,1,3600,2
"470846",6,17,1,NA,1,1,14,1,615,195,NA,NA,620,1,NA,1
"691220",12,61,4,1,2,1,16,2,271,999,NA,NA,625,2,5940,1
"1506993",26,18,1,NA,NA,2,19,1,50,939,NA,NA,NA,1,NA,1
"936158",16,54,1,1,NA,2,20,2,999,999,NA,NA,NA,1,5700,1
"1549912",27,39,1,2,NA,2,21,1,82,999,2308,NA,NA,1,2320,1
"347742",6,34,5,1,2,1,21,2,271,999,2300,NA,625,2,4600,1
"704206",12,26,1,2,NA,2,19,1,902,999,NA,NA,NA,1,2340,2
"380983",6,53,4,6,2,1,16,2,750,999,NA,NA,724,2,4020,6
"1205600",21,19,1,1,NA,2,19,1,32,51,NA,NA,NA,1,5620,1
"648079",12,57,1,1,NA,2,22,2,32,22,2313,NA,NA,1,230,1
"578358",9,37,1,2,NA,2,22,2,51,999,2313,NA,NA,1,3255,1
"322849",6,18,1,NA,NA,2,14,1,939,999,NA,NA,NA,1,NA,1
"155249",6,18,1,1,NA,2,18,1,50,22,NA,NA,NA,1,6050,1
"187394",6,52,1,6,NA,2,14,2,924,999,NA,NA,NA,1,4230,1
"461442",6,3,1,NA,NA,NA,1,1,210,999,NA,NA,NA,1,NA,1
"42292",1,12,1,NA,NA,2,9,1,902,21,NA,NA,NA,1,NA,9
"1247121",22,41,1,3,NA,2,23,2,32,999,2310,NA,NA,1,2550,1
"461718",6,17,1,NA,1,1,14,2,210,999,NA,NA,625,1,NA,1
"942042",16,5,1,NA,NA,2,2,1,22,50,NA,NA,NA,1,NA,1
"713202",12,50,1,1,NA,2,21,1,32,999,2102,NA,NA,1,7700,1
"1359944",24,34,1,3,NA,2,21,1,32,22,2305,NA,NA,1,2310,1
"828866",13,59,1,2,NA,2,21,1,88,999,6108,NA,NA,1,3050,1
"575494",9,45,1,1,NA,2,21,2,22,999,1901,NA,NA,1,800,1
"369297",6,48,1,1,NA,2,20,1,917,999,NA,NA,NA,1,4720,5
"1581538",27,59,1,3,NA,2,21,2,32,999,2304,NA,NA,1,2310,1
"194351",6,17,1,NA,NA,2,13,1,924,999,NA,NA,NA,1,NA,1
"730993",12,17,1,1,NA,2,15,2,51,360,NA,NA,NA,1,4420,1
"583237",9,3,1,NA,NA,NA,1,1,50,999,NA,NA,NA,1,NA,1
"207430",6,32,5,NA,2,1,16,2,210,999,NA,NA,625,2,NA,8
"252289",6,5,1,NA,2,1,3,1,210,999,NA,NA,625,1,NA,8
"977345",17,5,1,NA,1,1,1,1,421,999,NA,NA,777,1,NA,1
"126392",5,72,1,NA,NA,2,19,2,22,999,NA,NA,NA,1,NA,1
"1290496",23,56,1,1,NA,2,16,1,50,26,NA,NA,NA,1,8500,1
"121993",5,62,1,1,NA,2,16,2,924,999,NA,NA,NA,1,5240,1
"71511",4,32,1,1,NA,2,21,1,26,51,6203,NA,NA,1,120,1
"961610",17,86,1,NA,NA,2,12,2,406,26,NA,NA,NA,1,NA,1
"969848",17,18,1,NA,NA,2,18,2,142,51,NA,NA,NA,1,NA,1
"23618",1,61,1,2,NA,2,20,2,51,999,NA,NA,NA,1,4600,1
"189394",6,50,5,1,4,1,12,2,210,999,NA,NA,625,2,9640,1
"1099281",18,22,1,1,NA,2,20,2,939,999,NA,NA,NA,1,5240,1
"99651",4,42,1,4,1,1,20,2,920,999,NA,NA,864,1,2540,3
"598987",9,95,1,NA,1,1,16,2,142,999,NA,NA,645,1,NA,1
"1151176",19,7,1,NA,NA,2,4,1,999,999,NA,NA,NA,1,NA,1
"1524787",26,31,1,7,NA,2,18,1,50,32,NA,NA,NA,1,6230,1
"836870",13,31,1,1,NA,2,13,1,919,22,NA,NA,NA,1,6515,1
"165278",6,47,1,1,NA,2,16,2,425,999,NA,NA,NA,1,4920,1
"602766",9,19,1,1,NA,2,19,1,999,999,NA,NA,NA,1,4620,1
"825702",13,18,5,NA,1,1,14,1,142,32,NA,NA,645,2,NA,1
"1364803",25,19,1,1,NA,2,18,2,261,50,NA,NA,NA,1,5620,1
"530874",8,36,1,4,NA,2,22,1,50,22,5301,3202,NA,1,430,1
"1237328",21,70,1,7,NA,2,20,1,999,999,NA,NA,NA,1,4465,1
"1597796",28,22,1,9,NA,2,17,2,920,999,NA,NA,NA,1,9920,1
"326231",6,49,1,4,NA,2,21,2,32,142,3401,NA,NA,1,230,1
"980803",17,24,5,1,3,1,9,2,902,999,NA,NA,791,2,4720,2
"1491299",26,81,1,NA,NA,2,16,1,999,999,NA,NA,NA,1,NA,1
"1221898",21,25,1,6,NA,2,22,2,996,999,5200,NA,NA,1,5700,1
"296161",6,31,1,1,NA,2,21,2,706,999,4001,NA,NA,1,2630,6
"843566",13,39,1,3,NA,2,22,2,939,999,2304,NA,NA,1,2310,1
"77099",4,56,1,9,1,1,16,1,920,999,NA,NA,864,1,9920,3
"808571",12,30,1,1,NA,2,16,2,924,999,NA,NA,NA,1,5400,1
"278962",6,75,1,4,NA,2,21,2,740,999,2300,NA,NA,1,2200,6
"370439",6,66,1,NA,NA,2,18,2,918,26,NA,NA,NA,1,NA,1
"997573",17,85,1,1,NA,2,18,1,94,22,NA,NA,NA,1,9150,1
"752546",12,62,1,1,NA,2,19,1,924,999,NA,NA,NA,1,9130,1
"1365359",25,45,1,1,NA,2,14,2,999,999,NA,NA,NA,1,1450,1
"342747",6,46,5,NA,2,1,20,2,740,999,NA,NA,723,2,NA,6
"1501170",26,66,1,3,NA,2,16,2,32,999,NA,NA,NA,1,10,1
"350072",6,18,1,4,NA,2,19,2,750,999,NA,NA,NA,1,1050,6
"375608",6,26,5,9,4,1,12,2,210,999,NA,NA,625,2,9920,1
"342302",6,40,5,1,1,1,21,2,999,999,5200,6001,724,2,5120,6
"409523",6,12,1,NA,NA,2,9,2,706,999,NA,NA,NA,1,NA,6
"218216",6,66,1,7,NA,2,24,1,176,22,5200,NA,NA,1,2000,1
"321364",6,31,1,2,NA,2,16,1,999,999,NA,NA,NA,1,5850,1
"1366809",25,14,1,NA,NA,2,11,2,22,32,NA,NA,NA,1,NA,1
"802677",12,43,1,1,NA,2,16,1,999,999,NA,NA,NA,1,5620,1
"1548378",27,16,1,1,NA,2,12,1,994,32,NA,NA,NA,1,4020,9
"947464",17,56,1,1,NA,2,21,1,50,999,6203,NA,NA,1,220,1
"1271716",22,70,1,1,NA,2,15,2,939,999,NA,NA,NA,1,4720,1
"1343931",24,47,1,1,NA,2,22,2,902,999,5506,5504,NA,1,1860,2
"741702",12,77,1,9,NA,2,21,1,939,999,6209,NA,NA,1,9920,1
"621801",11,43,1,1,NA,2,16,2,902,999,NA,NA,NA,1,9620,2
"358257",6,28,5,1,1,1,16,1,210,999,NA,NA,625,2,9000,8
"859879",13,21,1,NA,NA,2,19,2,902,999,NA,NA,NA,1,NA,2
"1119306",18,63,1,1,NA,2,16,2,939,999,NA,NA,NA,1,8740,1
"283671",6,15,1,NA,1,1,12,2,999,999,NA,NA,625,1,NA,9
"697493",12,24,1,2,NA,2,16,2,999,999,NA,NA,NA,1,3955,1
"832073",13,53,1,6,NA,2,21,1,22,999,6207,NA,NA,1,4920,1
"612583",10,10,1,NA,NA,2,6,1,902,782,NA,NA,NA,1,NA,9
"1226716",21,9,1,NA,NA,2,6,1,999,999,NA,NA,NA,1,NA,1
"300001",6,54,1,2,NA,2,19,1,999,999,NA,NA,NA,1,5000,2
"594448",9,12,1,NA,NA,2,9,1,553,999,NA,NA,NA,1,NA,2
"1396163",25,95,1,NA,NA,2,16,2,84,50,NA,NA,NA,1,NA,1
"396267",6,69,4,2,NA,2,23,1,720,999,6105,NA,NA,2,3300,6
"889459",13,23,1,1,NA,2,14,2,996,999,NA,NA,NA,1,4230,2
"1095346",18,59,1,1,NA,2,19,2,32,26,NA,NA,NA,1,4760,1
"299294",6,23,5,NA,3,1,9,2,210,999,NA,NA,625,2,NA,8
"256865",6,68,1,4,NA,2,19,2,22,50,NA,NA,NA,1,5120,1
"135347",5,6,1,NA,NA,2,3,2,902,924,NA,NA,NA,1,NA,9
"1176639",20,52,1,1,NA,2,18,2,939,999,NA,NA,NA,1,6050,1
"954892",17,81,1,NA,NA,2,18,2,902,999,NA,NA,NA,1,NA,2
"629006",12,49,1,1,NA,2,22,2,50,22,6200,2105,NA,1,710,1
"1475843",26,67,1,NA,NA,2,12,1,999,999,NA,NA,NA,1,NA,1
"1356617",24,75,1,NA,NA,2,22,2,999,999,2304,NA,NA,1,NA,2
"1369001",25,4,1,NA,NA,NA,3,1,999,999,NA,NA,NA,1,NA,2
"170411",6,1,1,NA,NA,NA,NA,1,210,785,NA,NA,NA,1,NA,9
"332924",6,27,5,1,1,1,14,2,210,999,NA,NA,625,2,2340,2
"1533416",27,4,1,NA,NA,NA,1,2,999,999,NA,NA,NA,1,NA,1
"1403174",25,33,1,2,NA,2,22,2,32,22,2304,NA,NA,1,2340,1
"762854",12,57,4,1,1,1,21,1,271,999,6203,NA,625,2,4760,8
"1310246",24,35,1,5,NA,2,19,1,902,999,NA,NA,NA,1,3820,2
"170925",6,30,1,1,NA,2,16,1,935,210,NA,NA,NA,1,4530,1
"117132",4,19,1,1,NA,2,18,1,51,50,NA,NA,NA,1,4720,1
"1521246",26,34,1,1,NA,2,16,1,931,999,NA,NA,NA,1,7340,1
"692422",12,69,1,NA,NA,2,22,2,22,999,6206,2314,NA,1,NA,1
"118061",4,62,1,5,NA,2,19,1,32,999,NA,NA,NA,1,8610,1
"321862",6,52,5,2,3,1,19,1,999,999,NA,NA,625,2,5240,1
"733001",12,44,1,1,NA,2,23,1,32,22,5506,1901,NA,1,850,1
"1505891",26,55,1,6,NA,2,18,2,32,999,NA,NA,NA,1,4700,1
"1343855",24,52,1,2,NA,2,21,2,32,22,5504,NA,NA,1,2320,1
"63497",4,7,1,NA,NA,2,4,1,939,999,NA,NA,NA,1,NA,1
"481796",6,23,4,1,1,1,21,2,615,999,5502,NA,666,2,2340,6
"850108",13,57,1,NA,NA,2,14,2,939,999,NA,NA,NA,1,NA,2
"829118",13,8,1,NA,NA,2,5,2,939,999,NA,NA,NA,1,NA,1
"135774",5,74,1,NA,NA,2,22,2,22,999,3301,NA,NA,1,NA,1
"51080",2,32,1,5,1,1,15,1,922,999,NA,NA,990,1,9720,4
"1406824",25,37,5,1,NA,2,21,1,11,999,6002,NA,NA,2,5000,1
"1104520",18,39,1,3,NA,2,19,2,999,999,NA,NA,NA,1,9120,9
"1547139",27,62,1,2,NA,2,21,2,32,89,2311,5506,NA,1,4965,1
"610945",10,78,4,NA,1,1,16,1,91,999,NA,NA,607,2,NA,1
"814856",12,16,1,NA,1,1,14,1,223,999,NA,NA,625,1,NA,1
"631755",12,4,1,NA,NA,NA,3,2,336,999,NA,NA,NA,1,NA,2
"1196919",20,16,1,9,NA,2,12,2,920,999,NA,NA,NA,1,9920,3
"1287850",22,23,1,5,NA,2,19,1,902,999,NA,NA,NA,1,9820,2
"926587",15,56,4,4,3,1,13,1,720,999,NA,NA,746,2,4220,6
"844672",13,80,1,NA,NA,2,16,2,22,999,NA,NA,NA,1,NA,1
"113877",4,81,1,NA,NA,2,16,2,999,999,NA,NA,NA,1,NA,1
"617216",10,39,3,1,NA,2,21,1,32,999,5301,NA,NA,1,1400,1
"192189",6,40,1,NA,NA,2,1,1,195,999,NA,NA,NA,1,NA,1
"1114093",18,41,1,1,NA,2,21,2,32,22,6201,NA,NA,1,800,1
"1100138",18,55,1,6,NA,2,21,1,32,26,1901,NA,NA,1,3010,1
"1029758",17,42,4,2,1,1,21,2,706,999,2102,NA,708,2,740,6
"1323843",24,30,1,1,NA,2,16,1,22,999,NA,NA,NA,1,2900,1
"144589",5,8,1,NA,NA,2,4,1,902,999,NA,NA,NA,1,NA,2
"1161649",19,50,1,NA,NA,2,20,1,999,999,NA,NA,NA,1,NA,1
"151851",6,22,5,1,1,1,19,2,142,999,NA,NA,645,2,4760,1
"181747",6,36,1,6,1,1,22,1,22,32,6403,NA,629,1,2830,1
"50608",2,4,1,NA,NA,NA,2,1,22,32,NA,NA,NA,1,NA,1
"1242603",21,17,1,1,NA,2,14,1,50,917,NA,NA,NA,1,9620,1
"1074129",18,25,1,1,NA,2,16,1,22,999,NA,NA,NA,1,3930,1
"360020",6,12,4,NA,NA,2,10,2,290,999,NA,NA,NA,2,NA,8
"1430225",26,21,1,1,NA,2,19,1,50,26,NA,NA,NA,1,5240,1
"1488398",26,17,1,NA,NA,2,14,1,999,999,NA,NA,NA,1,NA,1
"1584429",28,7,1,NA,NA,2,4,2,902,999,NA,NA,NA,1,NA,2
"225274",6,63,1,NA,NA,2,21,2,22,999,3401,NA,NA,1,NA,1
"482129",6,32,1,NA,NA,2,16,2,924,917,NA,NA,NA,1,NA,1
"321869",6,62,1,7,NA,2,19,1,902,920,NA,NA,NA,1,430,2
"1098686",18,32,1,1,NA,2,21,1,22,88,3600,NA,NA,1,5350,1
"1367340",25,22,1,1,NA,2,17,1,902,999,NA,NA,NA,1,4700,2
"836511",13,34,1,4,NA,2,23,2,999,999,6109,NA,NA,1,2310,1
"1601190",28,15,1,NA,NA,2,11,2,50,21,NA,NA,NA,1,NA,1
"1441445",26,0,1,NA,NA,NA,NA,1,999,999,NA,NA,NA,1,NA,1
"640244",12,85,1,NA,NA,2,22,1,999,999,6200,NA,NA,1,NA,1
"1433413",26,1,1,NA,NA,NA,NA,2,939,999,NA,NA,NA,1,NA,1
"233668",6,15,1,NA,1,1,12,1,210,999,NA,NA,625,1,NA,1
"1151448",19,32,1,1,NA,2,18,1,50,51,NA,NA,NA,1,8140,1
"1060686",17,39,1,1,NA,2,19,1,998,51,NA,NA,NA,1,7700,1
"29577",1,7,1,NA,NA,2,3,1,939,999,NA,NA,NA,1,NA,1
"715392",12,7,1,NA,NA,2,4,2,706,999,NA,NA,NA,1,NA,6
"1053856",17,31,1,1,NA,2,21,1,32,999,6206,NA,NA,1,800,1
"113425",4,45,1,3,1,1,16,1,210,999,NA,NA,625,1,4220,1
"311131",6,55,1,1,NA,2,21,2,32,22,1100,NA,NA,1,630,1
"443172",6,51,1,1,NA,2,21,2,190,995,6203,NA,NA,1,4850,1
"1597932",28,29,1,1,NA,2,23,2,999,999,3600,NA,NA,1,3160,1
"333052",6,43,4,6,3,1,12,2,212,999,NA,NA,625,2,4230,8
"1426625",25,32,5,1,3,1,1,1,360,999,NA,NA,629,2,6420,1
"895819",13,48,1,NA,NA,2,16,1,919,50,NA,NA,NA,1,NA,1
"419760",6,61,1,7,NA,2,19,2,999,999,NA,NA,NA,1,4920,1
"1479470",26,70,1,7,NA,2,21,1,91,999,6200,NA,NA,1,4800,1
"792751",12,31,1,1,NA,2,21,2,939,999,3301,NA,NA,1,910,1
"513346",6,7,1,NA,1,1,4,1,226,210,NA,NA,625,1,NA,1
"948847",17,28,5,1,3,1,16,2,212,999,NA,NA,625,2,7855,1
"592601",9,61,1,1,NA,2,20,2,22,50,NA,NA,NA,1,5260,1
"951936",17,63,1,NA,NA,2,16,2,999,999,NA,NA,NA,1,NA,1
"1531377",27,12,1,NA,NA,2,8,1,210,111,NA,NA,NA,1,NA,1
"1564473",27,1,1,NA,NA,NA,NA,2,939,999,NA,NA,NA,1,NA,1
"836022",13,55,1,4,NA,2,22,2,22,999,2304,NA,NA,1,2310,1
"322017",6,94,1,NA,NA,2,21,2,148,999,6006,NA,NA,1,NA,1
"984940",17,8,1,NA,NA,2,5,2,32,142,NA,NA,NA,1,NA,1
"479298",6,28,1,1,NA,2,17,1,996,999,NA,NA,NA,1,6360,1
"857081",13,45,1,1,NA,2,22,2,902,999,6203,5098,NA,1,630,2
"1319160",24,59,1,1,NA,2,22,1,183,999,3700,NA,NA,1,1060,1
"287427",6,36,5,1,1,1,20,1,795,999,NA,NA,742,2,3600,6
"1387419",25,45,5,1,2,1,16,2,231,999,NA,NA,625,2,3645,1
"711517",12,71,1,NA,NA,2,21,1,142,999,6108,NA,NA,1,NA,1
"388748",6,49,1,1,NA,2,19,1,50,999,NA,NA,NA,1,1107,1
"379205",6,53,1,NA,NA,2,22,1,999,999,1301,NA,NA,1,NA,1
"201517",6,69,5,NA,4,1,1,2,226,999,NA,NA,625,2,NA,1
"129991",5,52,1,1,NA,2,13,2,902,999,NA,NA,NA,1,8965,2
"1564916",27,62,1,NA,NA,2,13,2,26,50,NA,NA,NA,1,NA,1
"1442329",26,10,1,NA,NA,2,6,1,32,50,NA,NA,NA,1,NA,1
